Price;Volume;%Volume;Count;%Count;;;;;;;;;;;
200.00 - 220.00;1.145.749.650;0,28%;5;0,50%;;;;;;;;;;;
180.00 - 200.00;11.093.234.997;2,74%;63;6,28%;;;;;;;;;;;
160.00 - 180.00;10.010.086.142;2,47%;56;5,58%;;;;;;;;;;;
140.00 - 160.00;11.205.031.329;2,77%;55;5,48%;;;;;;;;;;;
120.00 - 140.00;34.765.169.926;8,58%;129;12,86%;;;;;;;;;;;
100.00 - 120.00;30.433.720.202;7,51%;89;8,87%;;;;;;;;;;;
80.00 - 100.00;28.872.787.792;7,13%;61;6,08%;;;;;;;;;;;
60.00 - 80.00;15.708.264.610;3,88%;29;2,89%;;;;;;;;;;;
40.00 - 60.00;72.490.003.220;17,90%;155;15,45%;;;;;;;;;;;
20.00 - 40.00;85.314.380.340;21,06%;168;16,75%;;;;;;;;;;;
0.00 - 20.00;104.011.433.650;25,68%;193;19,24%;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
NVDA.O Statistics     Daily     03-Jan-2022 - 31-Dec-2025;;;;;;;;;;;;;;;
Price;;;Volume;;;;;Up/Down;;Price Change (Close-Close);;;Turnover;;
High;212,19;29-Oct-2025;Max;1.543.910.670;25-May-2023;Advancing;215.989.990.945;Up;537;Up;+24,37%;25-May-2023;Max;104.021.314.941,00;08-Mar-2024
Low;10,81;13-Oct-2022;Min;65.528.545;24-Dec-2025;Declining;188.278.174.673;Down;464;Down;-16,97%;27-Jan-2025;Min;2.745.657.486,00;25-Nov-2022
Avg (Close);79,21;;Avg;403.838.347;;Total;405.049.861.858;Unch;1;Period;+519,17%;03-Jan-2022 - 31-Dec-2025;Avg;24.433.208.002,04;
21-Dec-2023;48,99;+0,88;+1,83%;48,81;48,42;49,10;300.425.350;14.643.995.406,00;478.267.832.210,28;;;;;;
20-Dec-2023;48,11;-1,49;-3,01%;49,66;48,10;50,00;397.894.390;19.568.384.395,00;463.623.836.804,28;;;;;;
19-Dec-2023;49,60;-0,47;-0,94%;49,42;48,90;49,70;464.444.460;22.903.980.456,00;483.192.221.199,28;;;;;;
18-Dec-2023;50,08;+1,19;+2,43%;49,40;49,15;50,43;412.587.170;20.587.107.207,00;506.096.201.655,28;;;;;;
15-Dec-2023;48,89;+0,54;+1,12%;48,19;48,12;49,40;479.947.580;23.488.985.018,00;485.509.094.448,28;;;;;;
14-Dec-2023;48,35;+0,26;+0,54%;48,39;47,42;48,67;391.231.740;18.829.631.311,00;462.020.109.430,28;;;;;;
13-Dec-2023;48,09;+0,43;+0,90%;47,63;47,61;48,59;447.791.860;21.573.809.689,00;443.190.478.119,28;;;;;;
12-Dec-2023;47,66;+1,03;+2,21%;46,05;46,05;47,67;372.386.860;17.555.968.305,00;421.616.668.430,28;;;;;;
11-Dec-2023;46,63;-0,88;-1,85%;47,49;45,83;47,53;509.728.090;23.718.960.295,00;404.060.700.125,28;;;;;;
08-Dec-2023;47,51;+0,91;+1,95%;46,60;46,55;47,74;359.223.700;17.024.570.502,00;427.779.660.420,28;;;;;;
07-Dec-2023;46,60;+1,09;+2,40%;45,70;45,60;46,63;350.822.550;16.233.774.825,00;410.755.089.918,28;;;;;;
06-Dec-2023;45,50;-1,06;-2,28%;47,21;45,41;47,39;380.589.550;17.596.915.876,00;394.521.315.093,28;;;;;;
05-Dec-2023;46,57;+1,06;+2,32%;45,47;45,27;46,60;371.717.620;17.156.816.500,00;412.118.230.969,28;;;;;;
04-Dec-2023;45,51;-1,26;-2,68%;46,08;45,01;46,08;437.543.440;19.880.383.922,00;394.961.414.469,28;;;;;;
01-Dec-2023;46,77;-0,01;-0,01%;46,53;46,19;47,20;369.317.010;17.263.620.912,00;414.841.798.391,28;;;;;;
30-Nov-2023;46,77;-1,37;-2,85%;48,02;46,42;48,11;526.246.630;24.716.435.355,00;432.105.419.303,28;;;;;;
29-Nov-2023;48,14;+0,32;+0,67%;48,38;47,86;48,76;382.004.650;18.428.289.685,00;456.821.854.658,28;;;;;;
28-Nov-2023;47,82;-0,42;-0,87%;48,24;47,47;48,32;401.490.850;19.198.222.302,00;438.393.564.973,28;;;;;;
27-Nov-2023;48,24;+0,47;+0,98%;47,80;47,65;48,53;395.661.900;19.064.534.828,00;457.591.787.275,28;;;;;;
24-Nov-2023;47,78;-0,94;-1,93%;48,47;47,75;48,92;294.644.640;14.188.128.251,00;438.527.252.447,28;;;;;;
22-Nov-2023;48,72;-1,23;-2,46%;49,85;47,69;50,33;900.642.330;43.956.017.882,00;452.715.380.698,28;;;;;;
21-Nov-2023;49,94;-0,46;-0,92%;50,13;49,22;50,52;565.746.870;28.159.410.707,00;496.671.398.580,28;;;;;;
20-Nov-2023;50,41;+1,11;+2,25%;49,31;49,18;50,55;416.142.600;20.789.200.872,00;524.830.809.287,28;;;;;;
17-Nov-2023;49,30;-0,18;-0,37%;49,52;49,01;49,72;325.896.910;16.089.209.969,00;504.041.608.415,28;;;;;;
16-Nov-2023;49,48;+0,59;+1,21%;48,68;48,33;49,52;339.756.240;16.640.581.585,00;520.130.818.384,28;;;;;;
15-Nov-2023;48,89;-0,77;-1,55%;49,94;48,20;49,96;475.497.350;23.300.751.970,00;503.490.236.799,28;;;;;;
14-Nov-2023;49,66;+1,04;+2,13%;49,68;49,04;49,83;416.953.870;20.652.642.148,00;526.790.988.769,28;;;;;;
13-Nov-2023;48,62;+0,28;+0,59%;48,32;48,10;49,12;384.135.700;18.717.156.929,00;506.138.346.621,28;;;;;;
10-Nov-2023;48,34;+1,39;+2,95%;47,50;47,28;48,47;422.441.560;20.268.109.552,00;487.421.189.692,28;;;;;;
09-Nov-2023;46,95;+0,38;+0,81%;47,47;46,75;48,23;540.495.970;25.671.508.716,00;467.153.080.140,28;;;;;;
08-Nov-2023;46,57;+0,62;+1,35%;46,10;45,97;46,87;346.718.940;16.104.886.353,00;441.481.571.424,28;;;;;;
07-Nov-2023;45,96;+0,20;+0,45%;45,72;45,16;46,22;343.165.470;15.748.217.059,00;425.376.685.071,28;;;;;;
06-Nov-2023;45,75;+0,75;+1,66%;45,28;44,90;45,94;400.733.350;18.235.096.080,00;409.628.468.012,28;;;;;;
03-Nov-2023;45,01;+1,50;+3,45%;44,02;43,72;45,31;424.609.590;18.949.271.954,00;391.393.371.932,28;;;;;;
02-Nov-2023;43,51;+1,18;+2,79%;43,33;42,89;43,88;409.171.870;17.746.756.689,00;372.444.099.978,28;;;;;;
01-Nov-2023;42,33;+1,55;+3,79%;40,88;40,87;42,38;437.592.900;18.278.360.107,00;354.697.343.289,28;;;;;;
31-Oct-2023;40,78;-0,38;-0,93%;40,45;39,23;40,88;517.968.700;20.813.815.884,00;336.418.983.182,28;;;;;;
30-Oct-2023;41,16;+0,66;+1,63%;41,09;40,48;41,77;388.028.140;15.941.558.675,00;357.232.799.066,28;;;;;;
27-Oct-2023;40,50;+0,17;+0,43%;41,13;40,02;41,21;416.784.410;16.912.700.321,00;341.291.240.391,28;;;;;;
26-Oct-2023;40,33;-1,45;-3,48%;41,85;39,88;42,26;541.001.320;22.018.937.910,00;324.378.540.070,28;;;;;;
25-Oct-2023;41,78;-1,88;-4,31%;43,40;41,56;43,65;398.379.220;16.888.935.341,00;346.397.477.980,28;;;;;;
24-Oct-2023;43,66;+0,69;+1,60%;43,08;42,69;43,70;401.463.370;17.349.208.927,00;363.286.413.321,28;;;;;;
23-Oct-2023;42,98;+1,59;+3,84%;41,23;40,95;43,25;478.530.490;20.320.573.625,00;345.937.204.394,28;;;;;;
20-Oct-2023;41,39;-0,71;-1,70%;41,89;41,08;42,47;477.266.050;19.861.449.807,00;325.616.630.769,28;;;;;;
19-Oct-2023;42,10;-0,09;-0,23%;42,81;41,88;43,30;501.233.080;21.333.703.586,00;345.478.080.576,28;;;;;;
18-Oct-2023;42,20;-1,74;-3,96%;42,59;41,83;43,22;627.294.340;26.606.013.356,00;366.811.784.162,28;;;;;;
17-Oct-2023;43,94;-2,16;-4,68%;44,00;42,48;44,75;812.332.670;35.638.352.551,00;393.417.797.518,28;;;;;;
16-Oct-2023;46,10;+0,63;+1,39%;45,06;44,91;46,23;375.099.240;17.190.491.829,00;429.056.150.069,28;;;;;;
13-Oct-2023;45,46;-1,48;-3,16%;46,96;45,28;47,12;475.425.990;21.868.147.613,00;411.865.658.240,28;;;;;;
12-Oct-2023;46,95;+0,14;+0,30%;46,78;46,33;47,61;481.325.000;22.659.773.642,00;433.733.805.853,28;;;;;;
11-Oct-2023;46,81;+1,01;+2,20%;46,20;46,05;46,86;378.136.890;17.561.053.003,00;411.074.032.211,28;;;;;;
10-Oct-2023;45,80;+0,52;+1,16%;45,31;45,09;46,26;368.582.080;16.884.130.938,00;393.512.979.208,28;;;;;;
09-Oct-2023;45,27;-0,49;-1,07%;44,84;44,37;45,61;409.674.720;18.417.637.547,00;376.628.848.270,28;;;;;;
06-Oct-2023;45,76;+1,07;+2,40%;44,19;44,03;45,79;434.436.020;19.608.252.447,00;395.046.485.817,28;;;;;;
05-Oct-2023;44,69;+0,65;+1,47%;44,05;43,89;44,90;393.483.090;17.492.317.563,00;375.438.233.370,28;;;;;;
04-Oct-2023;44,04;+0,52;+1,20%;43,74;43,29;44,14;361.820.860;15.846.658.863,00;357.945.915.807,28;;;;;;
03-Oct-2023;43,52;-1,26;-2,82%;44,81;43,25;45,13;470.849.540;20.723.983.493,00;342.099.256.944,28;;;;;;
02-Oct-2023;44,78;+1,28;+2,95%;44,03;43,86;45,18;433.298.210;19.348.145.730,00;362.823.240.437,28;;;;;;
29-Sep-2023;43,50;+0,41;+0,95%;43,83;43,31;44,14;397.829.930;17.386.653.139,00;343.475.094.707,28;;;;;;
28-Sep-2023;43,09;+0,62;+1,46%;42,46;42,12;43,45;424.662.790;18.234.861.943,00;326.088.441.568,28;;;;;;
27-Sep-2023;42,47;+0,56;+1,33%;42,33;41,63;42,87;444.935.200;18.794.748.858,00;307.853.579.625,28;;;;;;
26-Sep-2023;41,91;-0,31;-0,74%;42,00;41,66;42,82;402.282.090;16.954.513.309,00;289.058.830.767,28;;;;;;
25-Sep-2023;42,22;+0,61;+1,47%;41,59;41,18;42,54;419.090.960;17.642.546.803,00;306.013.344.076,28;;;;;;
22-Sep-2023;41,61;+0,59;+1,45%;41,57;41,23;42,12;479.236.310;19.991.574.125,00;288.370.797.273,28;;;;;;
21-Sep-2023;41,02;-1,22;-2,89%;41,58;40,98;42,10;450.735.960;18.674.392.647,00;268.379.223.148,28;;;;;;
20-Sep-2023;42,24;-1,28;-2,94%;43,60;42,22;43,90;367.107.690;15.833.667.437,00;287.053.615.795,28;;;;;;
19-Sep-2023;43,52;-0,45;-1,01%;43,83;43,00;43,97;373.064.240;16.211.669.793,00;302.887.283.232,28;;;;;;
18-Sep-2023;43,97;+0,07;+0,15%;42,75;42,00;44,24;500.270.790;21.802.059.047,00;319.098.953.025,28;;;;;;
15-Sep-2023;43,90;-1,68;-3,69%;45,34;43,81;45,60;506.830.510;22.460.985.173,00;297.296.893.978,28;;;;;;
14-Sep-2023;45,58;+0,10;+0,21%;45,95;45,13;45,99;370.097.200;16.867.570.354,00;319.757.879.151,28;;;;;;
13-Sep-2023;45,49;+0,62;+1,37%;44,60;44,50;45,93;398.355.350;18.090.159.919,00;302.890.308.797,28;;;;;;
12-Sep-2023;44,87;-0,31;-0,68%;44,74;44,53;45,67;349.256.340;15.777.953.152,00;284.800.148.878,28;;;;;;
11-Sep-2023;45,18;-0,39;-0,86%;46,15;44,31;46,16;473.965.550;21.299.086.353,00;300.578.102.030,28;;;;;;
08-Sep-2023;45,57;-0,67;-1,45%;45,94;45,27;46,61;473.899.940;21.688.882.097,00;321.877.188.383,28;;;;;;
07-Sep-2023;46,24;-0,82;-1,74%;45,53;45,15;46,34;433.329.890;19.859.044.770,00;343.566.070.480,28;;;;;;
06-Sep-2023;47,06;-1,49;-3,06%;48,44;46,58;48,55;468.669.570;22.095.981.189,00;363.425.115.250,28;;;;;;
05-Sep-2023;48,55;+0,04;+0,08%;48,22;47,86;48,85;382.652.580;18.541.548.236,00;385.521.096.439,28;;;;;;
01-Sep-2023;48,51;-0,85;-1,71%;49,76;48,14;49,80;463.830.300;22.578.898.464,00;366.979.548.203,28;;;;;;
31-Aug-2023;49,36;+0,09;+0,18%;49,38;48,96;49,74;528.569.770;26.131.021.742,00;389.558.446.667,28;;;;;;
30-Aug-2023;49,26;+0,48;+0,98%;49,04;48,43;49,93;735.205.980;36.252.611.580,00;363.427.424.925,28;;;;;;
29-Aug-2023;48,78;+1,95;+4,16%;46,67;46,39;49,08;701.396.990;33.907.257.950,00;327.174.813.345,28;;;;;;
28-Aug-2023;46,84;+0,82;+1,78%;46,48;44,89;46,98;685.192.230;31.620.774.528,00;293.267.555.395,28;;;;;;
25-Aug-2023;46,02;-1,15;-2,43%;47,01;45,02;47,81;925.340.520;42.652.962.541,00;261.646.780.867,28;;;;;;
24-Aug-2023;47,16;+0,05;+0,10%;50,22;47,16;50,27;1.156.044.090;55.938.991.950,00;304.299.743.408,28;;;;;;
23-Aug-2023;47,12;+1,45;+3,17%;45,87;45,21;47,20;779.046.080;36.985.220.358,00;248.360.751.458,28;;;;;;
22-Aug-2023;45,67;-1,30;-2,77%;48,14;45,33;48,19;757.206.910;35.035.692.703,00;211.375.531.100,28;;;;;;
21-Aug-2023;46,97;+3,67;+8,47%;44,49;44,22;47,07;692.573.370;31.715.926.179,00;246.411.223.803,28;;;;;;
18-Aug-2023;43,30;-0,04;-0,10%;42,64;41,66;43,58;583.767.870;24.930.443.205,00;214.695.297.624,28;;;;;;
17-Aug-2023;43,34;-0,14;-0,33%;43,97;43,00;44,06;452.394.820;19.683.791.120,00;239.625.740.829,28;;;;;;
16-Aug-2023;43,49;-0,45;-1,03%;44,52;43,41;44,68;527.450.680;23.178.582.069,00;259.309.531.949,28;;;;;;
15-Aug-2023;43,94;+0,19;+0,43%;44,56;43,71;45,27;676.511.510;30.024.022.985,00;282.488.114.018,28;;;;;;
14-Aug-2023;43,75;+2,90;+7,09%;40,49;40,31;43,80;690.285.830;29.468.840.692,00;252.464.091.033,28;;;;;;
11-Aug-2023;40,86;-1,53;-3,62%;41,75;40,64;42,02;533.085.260;21.953.976.521,00;222.995.250.341,28;;;;;;
10-Aug-2023;42,39;-0,17;-0,39%;42,16;41,84;43,57;492.705.300;20.997.288.456,00;244.949.226.862,28;;;;;;
09-Aug-2023;42,55;-2,11;-4,72%;44,27;42,13;44,31;586.449.070;25.203.930.435,00;265.946.515.318,28;;;;;;
08-Aug-2023;44,66;-0,75;-1,66%;44,85;44,06;45,24;353.843.430;15.787.785.443,00;291.150.445.753,28;;;;;;
07-Aug-2023;45,42;+0,74;+1,65%;45,11;44,56;45,54;322.153.540;14.534.179.504,00;306.938.231.196,28;;;;;;
04-Aug-2023;44,68;+0,16;+0,37%;44,99;44,39;45,64;362.666.180;16.324.150.273,00;292.404.051.692,28;;;;;;
03-Aug-2023;44,52;+0,25;+0,56%;43,80;43,80;45,12;325.076.600;14.506.775.384,00;276.079.901.419,28;;;;;;
02-Aug-2023;44,27;-2,24;-4,81%;45,83;43,39;45,84;530.141.570;23.559.549.905,00;261.573.126.035,28;;;;;;
01-Aug-2023;46,51;-0,22;-0,48%;46,46;46,03;46,90;239.275.970;11.125.283.626,00;285.132.675.940,28;;;;;;
31-Jul-2023;46,73;-0,02;-0,04%;46,75;46,51;47,13;251.055.280;11.737.928.748,00;296.257.959.566,28;;;;;;
28-Jul-2023;46,75;+0,85;+1,85%;46,67;46,38;47,03;331.194.240;15.468.542.891,00;307.995.888.314,28;;;;;;
27-Jul-2023;45,90;+0,45;+0,99%;46,52;45,75;47,40;455.975.520;21.276.365.816,00;292.527.345.423,28;;;;;;
26-Jul-2023;45,45;-0,23;-0,50%;46,02;44,63;46,05;364.237.260;16.506.318.504,00;271.250.979.607,28;;;;;;
25-Jul-2023;45,68;+1,07;+2,39%;44,94;44,92;46,18;348.080.910;15.932.604.323,00;287.757.298.111,28;;;;;;
24-Jul-2023;44,61;+0,30;+0,68%;44,73;44,04;45,11;383.099.740;17.098.341.949,00;271.824.693.788,28;;;;;;
21-Jul-2023;44,31;-1,21;-2,66%;45,79;44,10;45,87;963.768.630;42.990.742.861,00;254.726.351.839,28;;;;;;
20-Jul-2023;45,52;-1,56;-3,31%;46,51;45,06;47,09;537.864.510;24.708.416.993,00;297.717.094.700,28;;;;;;
19-Jul-2023;47,08;-0,42;-0,88%;47,46;46,74;47,82;427.501.790;20.160.741.978,00;322.425.511.693,28;;;;;;
18-Jul-2023;47,49;+1,03;+2,22%;46,70;45,73;47,90;570.190.420;26.742.325.267,00;342.586.253.671,28;;;;;;
17-Jul-2023;46,46;+0,99;+2,18%;46,29;45,26;46,50;510.488.220;23.432.081.438,00;315.843.928.404,28;;;;;;
14-Jul-2023;45,47;-0,51;-1,10%;46,58;45,06;48,09;772.075.330;36.016.335.539,00;292.411.846.966,28;;;;;;
13-Jul-2023;45,98;+2,08;+4,73%;44,52;44,49;46,16;478.203.690;21.611.693.998,00;328.428.182.505,28;;;;;;
12-Jul-2023;43,90;+1,50;+3,53%;43,03;42,78;43,94;481.277.020;20.982.668.119,00;306.816.488.507,28;;;;;;
11-Jul-2023;42,41;+0,23;+0,53%;42,48;42,07;42,76;298.244.060;12.637.987.253,00;285.833.820.388,28;;;;;;
10-Jul-2023;42,18;-0,32;-0,76%;42,66;41,65;42,81;353.908.110;14.910.363.263,00;273.195.833.135,28;;;;;;
07-Jul-2023;42,50;+0,40;+0,95%;42,32;42,18;43,21;355.881.470;15.218.981.568,00;288.106.196.398,28;;;;;;
06-Jul-2023;42,10;-0,21;-0,51%;41,84;41,35;42,18;304.138.790;12.717.800.955,00;272.887.214.830,28;;;;;;
05-Jul-2023;42,32;-0,10;-0,23%;42,14;42,09;43,18;323.617.560;13.806.969.055,00;285.605.015.785,28;;;;;;
03-Jul-2023;42,41;+0,11;+0,26%;42,52;42,20;42,90;198.209.190;8.425.987.160,00;299.411.984.840,28;;;;;;
30-Jun-2023;42,30;+1,48;+3,63%;41,68;41,50;42,55;501.147.750;21.157.772.613,00;290.985.997.680,28;;;;;;
29-Jun-2023;40,82;-0,29;-0,72%;41,56;40,60;41,60;380.514.300;15.590.599.270,00;269.828.225.067,28;;;;;;
28-Jun-2023;41,12;-0,76;-1,81%;40,66;40,52;41,85;582.639.270;23.991.375.344,00;285.418.824.337,28;;;;;;
27-Jun-2023;41,88;+1,24;+3,06%;40,80;40,45;41,94;462.174.700;19.063.483.614,00;309.410.199.681,28;;;;;;
26-Jun-2023;40,63;-1,58;-3,74%;42,46;40,10;42,76;594.321.920;24.448.541.450,00;290.346.716.067,28;;;;;;
23-Jun-2023;42,21;-0,82;-1,90%;42,46;42,02;42,81;358.139.840;15.182.032.102,00;314.795.257.517,28;;;;;;
22-Jun-2023;43,03;-0,02;-0,05%;42,25;42,23;43,43;417.737.430;17.949.024.264,00;329.977.289.619,28;;;;;;
21-Jun-2023;43,05;-0,76;-1,74%;43,50;42,08;43,62;551.602.910;23.644.910.024,00;347.926.313.883,28;;;;;;
20-Jun-2023;43,81;+1,12;+2,61%;43,00;42,67;43,99;451.153.110;19.523.247.114,00;371.571.223.907,28;;;;;;
16-Jun-2023;42,69;+0,04;+0,09%;43,45;42,66;43,72;655.709.410;28.328.527.312,00;352.047.976.793,28;;;;;;
15-Jun-2023;42,65;-0,34;-0,80%;42,60;42,15;43,29;568.622.040;24.327.567.383,00;323.719.449.481,28;;;;;;
14-Jun-2023;43,00;+1,98;+4,81%;40,82;40,55;43,00;740.465.020;31.079.216.699,00;348.047.016.864,28;;;;;;
13-Jun-2023;41,02;+1,54;+3,90%;40,19;39,74;41,10;613.208.160;24.854.752.111,00;316.967.800.165,28;;;;;;
12-Jun-2023;39,48;+0,71;+1,84%;39,20;38,62;39,53;389.673.350;15.217.495.251,00;292.113.048.054,28;;;;;;
09-Jun-2023;38,77;+0,26;+0,68%;39,04;38,57;39,71;427.717.470;16.713.392.496,00;276.895.552.803,28;;;;;;
08-Jun-2023;38,51;+1,04;+2,76%;37,72;37,51;38,86;417.772.400;16.023.088.203,00;260.182.160.307,28;;;;;;
07-Jun-2023;37,48;-1,18;-3,05%;38,92;37,36;39,50;511.997.890;19.641.473.859,00;244.159.072.104,28;;;;;;
06-Jun-2023;38,65;-0,52;-1,32%;38,83;38,15;39,16;388.729.140;15.049.048.272,00;263.800.545.963,28;;;;;;
05-Jun-2023;39,17;-0,16;-0,40%;38,91;38,71;39,57;396.093.810;15.486.599.593,00;278.849.594.235,28;;;;;;
02-Jun-2023;39,33;-0,44;-1,11%;40,10;39,06;40,50;482.731.210;19.096.073.181,00;294.336.193.828,28;;;;;;
01-Jun-2023;39,77;+1,94;+5,12%;38,49;38,34;40,05;635.872.950;24.998.776.025,00;313.432.267.009,28;;;;;;
31-May-2023;37,83;-2,28;-5,68%;39,49;37,82;40,30;1.002.580.200;38.675.172.711,00;288.433.490.984,28;;;;;;
30-May-2023;40,11;+1,17;+2,99%;40,60;39,95;41,94;923.401.100;37.544.495.642,00;327.108.663.695,28;;;;;;
26-May-2023;38,95;+0,97;+2,54%;37,89;37,55;39,17;714.396.760;27.526.643.737,00;289.564.168.053,28;;;;;;
25-May-2023;37,98;+7,44;+24,37%;38,52;36,64;39,48;1.543.910.670;59.134.567.962,00;262.037.524.316,28;;;;;;
24-May-2023;30,54;-0,15;-0,49%;30,21;29,81;30,61;721.418.510;23.200.444.033,00;202.902.956.354,28;;;;;;
23-May-2023;30,69;-0,49;-1,57%;31,00;30,63;31,29;356.253.260;11.010.641.503,00;226.103.400.387,28;;;;;;
22-May-2023;31,18;-0,09;-0,28%;30,90;30,68;31,52;371.999.670;11.609.826.587,00;237.114.041.890,28;;;;;;
19-May-2023;31,26;-0,41;-1,31%;31,54;30,92;31,58;473.907.650;14.811.125.252,00;248.723.868.477,28;;;;;;
18-May-2023;31,68;+1,50;+4,97%;30,41;30,32;31,83;748.725.010;23.465.943.698,00;263.534.993.729,28;;;;;;
17-May-2023;30,18;+0,97;+3,30%;29,58;29,43;30,20;432.535.410;12.926.554.096,00;240.069.050.031,28;;;;;;
16-May-2023;29,21;+0,26;+0,90%;28,84;28,83;29,87;449.404.940;13.224.609.433,00;227.142.495.935,28;;;;;;
15-May-2023;28,95;+0,61;+2,16%;28,51;28,15;28,97;293.925.870;8.427.895.627,00;213.917.886.502,28;;;;;;
12-May-2023;28,34;-0,24;-0,83%;28,53;28,05;28,78;274.222.250;7.768.440.295,00;205.489.990.875,28;;;;;;
11-May-2023;28,58;-0,31;-1,06%;28,90;28,25;28,95;322.149.030;9.200.551.391,00;213.258.431.170,28;;;;;;
10-May-2023;28,89;+0,31;+1,10%;29,01;28,46;29,11;369.349.980;10.657.321.052,00;222.458.982.561,28;;;;;;
09-May-2023;28,57;-0,58;-1,99%;28,90;28,45;28,97;314.869.460;9.014.823.086,00;211.801.661.509,28;;;;;;
08-May-2023;29,15;+0,47;+1,64%;28,52;28,35;29,22;344.978.900;9.955.359.779,00;220.816.484.595,28;;;;;;
05-May-2023;28,68;+1,12;+4,06%;27,83;27,73;28,76;361.494.080;10.269.434.444,00;210.861.124.816,28;;;;;;
04-May-2023;27,56;-0,24;-0,86%;27,65;27,24;27,86;321.850.410;8.873.734.493,00;200.591.690.372,28;;;;;;
03-May-2023;27,80;-0,41;-1,45%;27,84;27,47;28,37;383.387.400;10.699.661.902,00;209.465.424.865,28;;;;;;
02-May-2023;28,21;-0,70;-2,42%;28,68;28,08;28,84;402.729.570;11.419.245.034,00;220.165.086.767,28;;;;;;
01-May-2023;28,91;+1,16;+4,18%;27,84;27,78;29,06;570.328.530;16.325.231.571,00;231.584.331.801,28;;;;;;
28-Apr-2023;27,75;+0,52;+1,92%;27,23;27,07;27,76;292.216.140;8.027.527.506,00;215.259.100.230,28;;;;;;
27-Apr-2023;27,23;+0,27;+1,00%;27,36;26,63;27,50;377.161.190;10.175.317.585,00;207.231.572.724,28;;;;;;
26-Apr-2023;26,96;+0,72;+2,72%;27,00;26,71;27,33;406.336.810;10.989.232.843,00;197.056.255.139,28;;;;;;
25-Apr-2023;26,24;-0,80;-2,96%;27,08;26,23;27,25;378.527.160;10.053.281.513,00;186.067.022.296,28;;;;;;
24-Apr-2023;27,04;-0,08;-0,28%;27,01;26,67;27,37;339.281.860;9.163.376.548,00;196.120.303.809,28;;;;;;
21-Apr-2023;27,12;+0,02;+0,06%;26,95;26,72;27,18;345.102.770;9.317.757.689,00;205.283.680.357,28;;;;;;
20-Apr-2023;27,10;-0,83;-2,96%;27,67;27,00;28,03;427.713.260;11.767.909.979,00;195.965.922.668,28;;;;;;
19-Apr-2023;27,93;+0,26;+0,95%;27,36;27,23;28,00;358.660.410;9.950.614.215,00;207.733.832.647,28;;;;;;
18-Apr-2023;27,67;+0,67;+2,46%;27,53;27,36;28,11;604.811.540;16.784.313.760,00;197.783.218.432,28;;;;;;
17-Apr-2023;27,00;+0,24;+0,91%;26,57;26,43;27,01;321.471.300;8.598.170.420,00;180.998.904.672,28;;;;;;
14-Apr-2023;26,76;+0,29;+1,11%;26,50;26,22;26,88;395.660.130;10.514.405.921,00;172.400.734.252,28;;;;;;
13-Apr-2023;26,46;-0,03;-0,12%;26,73;26,33;26,89;353.615.280;9.424.741.315,00;161.886.328.331,28;;;;;;
12-Apr-2023;26,50;-0,67;-2,48%;27,37;26,45;27,47;446.258.950;11.952.781.963,00;171.311.069.646,28;;;;;;
11-Apr-2023;27,17;-0,41;-1,49%;27,72;27,13;27,79;314.378.170;8.589.343.283,00;183.263.851.609,28;;;;;;
10-Apr-2023;27,58;+0,54;+2,00%;26,82;26,67;27,62;395.278.550;10.791.420.502,00;191.853.194.892,28;;;;;;
06-Apr-2023;27,04;+0,16;+0,58%;26,58;26,43;27,08;397.654.340;10.684.109.832,00;181.061.774.390,28;;;;;;
05-Apr-2023;26,88;-0,57;-2,08%;26,83;26,40;27,00;515.014.740;13.743.654.974,00;170.377.664.558,28;;;;;;
04-Apr-2023;27,45;-0,51;-1,83%;27,97;27,31;28,00;368.591.530;10.180.096.852,00;184.121.319.532,28;;;;;;
03-Apr-2023;27,97;+0,19;+0,68%;27,51;27,34;28,00;398.715.600;11.043.734.734,00;194.301.416.384,28;;;;;;
31-Mar-2023;27,78;+0,39;+1,44%;27,14;27,11;27,83;433.932.770;11.967.390.524,00;183.257.681.650,28;;;;;;
30-Mar-2023;27,38;+0,40;+1,48%;27,23;27,10;27,50;364.515.740;9.961.901.099,00;171.290.291.126,28;;;;;;
29-Mar-2023;26,98;+0,57;+2,17%;26,83;26,60;27,08;393.693.870;10.590.141.960,00;161.328.390.027,28;;;;;;
28-Mar-2023;26,41;-0,12;-0,46%;26,45;25,85;26,51;356.103.780;9.321.457.089,00;150.738.248.067,28;;;;;;
27-Mar-2023;26,53;-0,25;-0,93%;26,84;26,37;27,00;361.025.740;9.623.009.782,00;160.059.705.156,28;;;;;;
24-Mar-2023;26,78;-0,41;-1,52%;27,03;26,36;27,17;455.414.070;12.138.347.262,00;169.682.714.938,28;;;;;;
23-Mar-2023;27,19;+0,72;+2,73%;27,12;26,69;27,50;564.888.760;15.358.214.757,00;181.821.062.200,28;;;;;;
22-Mar-2023;26,47;+0,27;+1,03%;26,43;26,24;27,59;797.295.110;21.512.556.821,00;166.462.847.443,28;;;;;;
21-Mar-2023;26,20;+0,30;+1,15%;26,18;25,38;26,39;547.407.760;14.251.784.574,00;144.950.290.622,28;;;;;;
20-Mar-2023;25,90;+0,17;+0,68%;25,62;25,13;26,02;432.747.190;11.118.408.806,00;130.698.506.048,28;;;;;;
