Price;Volume;%Volume;Count;%Count;;;;;;;;;;;
280.00 - 300.00;67.639.410;0,36%;4;0,40%;;;;;;;;;;;
260.00 - 280.00;789.480.137;4,15%;45;4,49%;;;;;;;;;;;
240.00 - 260.00;1.016.659.594;5,34%;58;5,78%;;;;;;;;;;;
220.00 - 240.00;2.748.371.324;14,44%;160;15,95%;;;;;;;;;;;
200.00 - 220.00;2.119.060.837;11,13%;101;10,07%;;;;;;;;;;;
180.00 - 200.00;3.122.608.854;16,41%;178;17,75%;;;;;;;;;;;
160.00 - 180.00;4.548.712.870;23,90%;241;24,03%;;;;;;;;;;;
140.00 - 160.00;3.533.832.849;18,57%;168;16,75%;;;;;;;;;;;
120.00 - 140.00;1.086.073.023;5,71%;48;4,79%;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
AAPL.OQ Statistics     Daily     03-Jan-2022 - 31-Dec-2025;;;;;;;;;;;;;;;
Price;;;Volume;;;;;Up/Down;;Price Change (Close-Close);;;Turnover;;
High;288,60;03-Dec-2025;Max;146.070.652;20-Sep-2024;Advancing;9.761.299.461;Up;529;Up;+15,33%;09-Apr-2025;Max;33.393.771.882,00;20-Sep-2024
Low;124,18;03-Jan-2023;Min;6.069.987;24-Nov-2023;Declining;9.210.736.814;Down;470;Down;-9,25%;03-Apr-2025;Min;1.152.869.769,00;24-Nov-2023
Avg (Close);191,70;;Avg;18.975.512;;Total;19.032.438.898;Unch;3;Period;+49,37%;03-Jan-2022 - 31-Dec-2025;Avg;3.594.705.054,84;
Avg (High-Low);206,39;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
23-May-2022;143,11;+5,52;+4,01%;137,87;137,87;143,26;25.423.143;3.602.721.479,00;-38.214.332.846,19;;;;;;
20-May-2022;137,59;+0,24;+0,17%;139,02;132,61;140,48;30.594.783;4.187.818.300,00;-41.817.054.325,19;;;;;;
19-May-2022;137,35;-3,47;-2,46%;139,76;136,60;141,66;28.128.221;3.896.470.050,00;-46.004.872.625,19;;;;;;
18-May-2022;140,82;-8,42;-5,64%;146,79;139,94;147,35;27.987.284;3.972.474.431,00;-42.108.402.575,19;;;;;;
17-May-2022;149,24;+3,70;+2,54%;148,94;146,69;149,76;18.640.292;2.771.908.650,00;-38.135.928.144,19;;;;;;
16-May-2022;145,54;-1,57;-1,07%;145,50;144,19;147,51;17.444.061;2.541.094.959,00;-40.907.836.794,19;;;;;;
13-May-2022;147,11;+4,55;+3,19%;144,65;143,11;148,10;26.197.633;3.834.904.417,00;-38.366.741.835,19;;;;;;
12-May-2022;142,56;-3,94;-2,69%;142,80;138,80;146,19;41.924.545;5.961.711.118,00;-42.201.646.252,19;;;;;;
11-May-2022;146,50;-8,01;-5,18%;153,45;145,81;155,45;33.866.142;5.047.980.963,00;-36.239.935.134,19;;;;;;
10-May-2022;154,51;+2,45;+1,61%;155,57;152,93;156,74;27.447.621;4.250.023.397,00;-31.191.954.171,19;;;;;;
09-May-2022;152,06;-5,22;-3,32%;154,83;151,51;155,83;30.603.912;4.675.625.712,00;-35.441.977.568,19;;;;;;
06-May-2022;157,28;+0,51;+0,33%;155,89;154,20;159,44;27.981.368;4.401.275.099,00;-30.766.351.856,19;;;;;;
05-May-2022;156,77;-9,25;-5,57%;163,66;154,95;164,07;33.574.108;5.299.052.287,00;-35.167.626.955,19;;;;;;
04-May-2022;166,02;+6,54;+4,10%;159,65;159,26;166,47;23.380.584;3.820.381.891,00;-29.868.574.668,19;;;;;;
03-May-2022;159,48;+1,52;+0,96%;158,06;156,32;160,65;16.527.146;2.626.847.867,00;-33.688.956.559,19;;;;;;
02-May-2022;157,96;+0,31;+0,20%;156,65;153,28;158,23;27.569.452;4.315.721.027,00;-36.315.804.426,19;;;;;;
29-Apr-2022;157,65;-5,99;-3,66%;161,84;157,25;166,20;32.023.468;5.108.796.234,00;-40.631.525.453,19;;;;;;
28-Apr-2022;163,64;+7,07;+4,52%;159,15;158,94;164,52;28.403.765;4.610.998.763,00;-35.522.729.219,19;;;;;;
27-Apr-2022;156,57;-0,23;-0,15%;155,80;155,39;159,78;19.341.319;3.040.042.604,00;-40.133.727.982,19;;;;;;
26-Apr-2022;156,80;-6,08;-3,73%;162,17;156,72;162,20;22.455.903;3.549.308.970,00;-37.093.685.378,19;;;;;;
25-Apr-2022;162,88;+1,09;+0,67%;161,07;158,47;163,17;22.649.986;3.651.052.792,00;-33.544.376.408,19;;;;;;
22-Apr-2022;161,79;-4,63;-2,78%;166,34;161,50;167,86;21.662.518;3.537.469.487,00;-37.195.429.200,19;;;;;;
21-Apr-2022;166,42;-0,81;-0,48%;168,88;165,91;171,53;19.116.336;3.214.662.476,00;-33.657.959.713,19;;;;;;
20-Apr-2022;167,23;-0,17;-0,10%;168,82;166,11;168,83;17.770.403;2.973.867.421,00;-30.443.297.237,19;;;;;;
19-Apr-2022;167,40;+2,33;+1,41%;165,07;163,91;167,81;16.140.741;2.691.784.895,00;-27.469.429.816,19;;;;;;
18-Apr-2022;165,07;-0,22;-0,13%;163,90;163,70;166,59;13.948.180;2.299.301.089,00;-30.161.214.711,19;;;;;;
14-Apr-2022;165,29;-5,11;-3,00%;170,63;165,04;171,25;18.916.042;3.158.119.435,00;-27.861.913.622,19;;;;;;
13-Apr-2022;170,40;+2,74;+1,63%;167,35;166,79;171,04;14.494.740;2.462.020.601,00;-24.703.794.187,19;;;;;;
12-Apr-2022;167,66;+1,91;+1,15%;167,98;166,64;169,87;15.598.306;2.619.438.492,00;-27.165.814.788,19;;;;;;
11-Apr-2022;165,75;-4,34;-2,55%;168,77;165,51;169,02;17.349.897;2.888.841.535,00;-29.785.253.280,19;;;;;;
08-Apr-2022;170,09;-2,05;-1,19%;171,75;169,22;171,77;16.900.848;2.879.924.579,00;-26.896.411.745,19;;;;;;
07-Apr-2022;172,14;+0,31;+0,18%;171,08;169,86;173,34;15.267.793;2.623.883.683,00;-24.016.487.166,19;;;;;;
06-Apr-2022;171,83;-3,23;-1,85%;172,14;170,13;173,63;21.895.798;3.762.809.915,00;-26.640.370.849,19;;;;;;
05-Apr-2022;175,06;-3,38;-1,89%;177,55;174,42;178,30;16.029.179;2.818.068.071,00;-22.877.560.934,19;;;;;;
04-Apr-2022;178,44;+4,13;+2,37%;174,62;174,44;178,48;16.398.875;2.913.831.483,00;-20.059.492.863,19;;;;;;
01-Apr-2022;174,31;-0,30;-0,17%;174,05;171,95;174,88;17.485.780;3.037.774.167,00;-22.973.324.346,19;;;;;;
31-Mar-2022;174,61;-3,16;-1,78%;177,80;174,40;178,02;31.613.900;5.541.974.323,00;-19.935.550.179,19;;;;;;
30-Mar-2022;177,77;-1,19;-0,66%;178,51;176,70;179,61;19.660.312;3.499.954.119,00;-14.393.575.856,19;;;;;;
29-Mar-2022;178,96;+3,36;+1,91%;176,75;176,34;179,00;21.681.524;3.861.701.860,00;-10.893.621.737,19;;;;;;
28-Mar-2022;175,60;+0,88;+0,50%;172,12;172,00;175,73;18.754.594;3.274.797.729,00;-14.755.323.597,19;;;;;;
25-Mar-2022;174,72;+0,65;+0,37%;173,85;172,76;175,28;16.505.392;2.875.258.491,00;-18.030.121.326,19;;;;;;
24-Mar-2022;174,07;+3,86;+2,27%;171,24;170,21;174,14;19.462.784;3.363.178.594,00;-20.905.379.817,19;;;;;;
23-Mar-2022;170,21;+1,39;+0,82%;168,03;167,65;172,64;23.112.969;3.941.303.602,00;-24.268.558.411,19;;;;;;
22-Mar-2022;168,82;+3,44;+2,08%;165,48;164,91;169,42;18.953.482;3.190.842.871,00;-28.209.862.013,19;;;;;;
21-Mar-2022;165,38;+1,40;+0,85%;163,58;163,02;166,35;21.965.978;3.622.314.544,00;-31.400.704.884,19;;;;;;
18-Mar-2022;163,98;+3,36;+2,09%;160,59;159,76;164,48;49.836.596;8.108.843.822,00;-35.023.019.428,19;;;;;;
17-Mar-2022;160,62;+1,03;+0,65%;158,60;157,64;161,00;20.838.819;3.331.363.422,00;-43.131.863.250,19;;;;;;
16-Mar-2022;159,59;+4,50;+2,90%;157,02;154,46;160,00;26.041.012;4.121.373.777,00;-46.463.226.672,19;;;;;;
15-Mar-2022;155,09;+4,47;+2,97%;150,93;150,39;155,57;24.939.010;3.838.001.263,00;-50.584.600.449,19;;;;;;
14-Mar-2022;150,62;-4,11;-2,66%;151,51;150,11;154,12;26.227.806;3.971.788.659,00;-54.422.601.712,19;;;;;;
11-Mar-2022;154,73;-3,79;-2,39%;159,00;154,50;159,27;24.136.540;3.761.289.774,00;-50.450.813.053,19;;;;;;
10-Mar-2022;158,52;-4,43;-2,72%;160,11;155,99;160,38;23.858.172;3.775.366.148,00;-46.689.523.279,19;;;;;;
09-Mar-2022;162,95;+5,51;+3,50%;161,51;159,41;163,41;22.926.606;3.719.035.208,00;-42.914.157.131,19;;;;;;
08-Mar-2022;157,44;-1,86;-1,17%;158,83;155,80;162,87;31.364.179;4.970.638.199,00;-46.633.192.339,19;;;;;;
07-Mar-2022;159,30;-3,87;-2,37%;163,44;159,05;165,02;25.900.713;4.164.439.707,00;-41.662.554.140,19;;;;;;
04-Mar-2022;163,17;-3,06;-1,84%;164,45;162,11;165,54;21.992.457;3.592.900.184,00;-37.498.114.433,19;;;;;;
03-Mar-2022;166,23;-0,33;-0,20%;168,44;165,56;168,91;17.894.818;2.984.926.179,00;-33.905.214.249,19;;;;;;
02-Mar-2022;166,56;+3,36;+2,06%;164,60;162,95;167,35;22.382.523;3.715.449.329,00;-30.920.288.070,19;;;;;;
01-Mar-2022;163,20;-1,92;-1,16%;164,71;161,98;166,59;21.405.444;3.508.937.080,00;-34.635.737.399,19;;;;;;
28-Feb-2022;165,12;+0,27;+0,16%;163,02;162,44;165,41;29.549.287;4.861.097.603,00;-31.126.800.319,19;;;;;;
25-Feb-2022;164,85;+2,11;+1,30%;163,69;160,88;165,04;22.459.658;3.682.443.215,00;-35.987.897.922,19;;;;;;
24-Feb-2022;162,74;+2,67;+1,67%;152,42;152,00;162,85;41.576.432;6.592.917.055,00;-39.670.341.137,19;;;;;;
23-Feb-2022;160,07;-4,25;-2,59%;165,58;159,75;166,15;24.285.373;3.925.932.562,00;-46.263.258.192,19;;;;;;
22-Feb-2022;164,32;-2,98;-1,78%;164,86;162,15;166,68;23.597.177;3.881.817.125,00;-42.337.325.630,19;;;;;;
18-Feb-2022;167,30;-1,58;-0,94%;170,00;166,20;170,52;22.362.025;3.755.655.361,00;-38.455.508.505,19;;;;;;
17-Feb-2022;168,88;-3,67;-2,13%;170,99;168,47;171,91;19.216.195;3.261.625.616,00;-34.699.853.144,19;;;;;;
16-Feb-2022;172,55;-0,24;-0,14%;171,87;170,05;173,34;15.185.547;2.609.941.258,00;-31.438.227.528,19;;;;;;
15-Feb-2022;172,79;+3,91;+2,32%;170,99;170,25;172,95;17.932.436;3.083.498.494,00;-28.828.286.270,19;;;;;;
14-Feb-2022;168,88;+0,24;+0,14%;167,34;166,56;169,57;29.168.417;4.914.915.612,00;-31.911.784.764,19;;;;;;
11-Feb-2022;168,64;-3,48;-2,02%;172,34;168,05;173,08;23.258.481;3.949.949.998,00;-36.826.700.376,19;;;;;;
10-Feb-2022;172,12;-4,16;-2,36%;174,01;171,55;175,47;23.593.701;4.085.282.888,00;-32.876.750.378,19;;;;;;
09-Feb-2022;176,28;+1,45;+0,83%;176,08;174,90;176,65;16.989.932;2.989.750.485,00;-28.791.467.490,19;;;;;;
08-Feb-2022;174,83;+3,17;+1,85%;171,67;171,43;175,33;17.419.324;3.032.332.253,00;-31.781.217.975,19;;;;;;
07-Feb-2022;171,66;-0,73;-0,42%;172,76;170,95;173,94;15.055.150;2.592.200.231,00;-34.813.550.228,19;;;;;;
04-Feb-2022;172,39;-0,51;-0,29%;171,52;170,70;174,09;18.777.706;3.235.226.595,00;-32.221.349.997,19;;;;;;
03-Feb-2022;172,90;-2,94;-1,67%;174,62;172,12;176,23;25.859.567;4.494.136.007,00;-28.986.123.402,19;;;;;;
02-Feb-2022;175,84;+1,23;+0,70%;174,64;173,34;175,88;18.799.839;3.292.788.512,00;-24.491.987.395,19;;;;;;
01-Feb-2022;174,61;-0,17;-0,10%;174,00;172,32;174,82;20.344.734;3.538.530.358,00;-27.784.775.907,19;;;;;;
31-Jan-2022;174,78;+4,45;+2,61%;170,18;169,51;175,00;31.779.283;5.519.353.186,00;-24.246.245.549,19;;;;;;
28-Jan-2022;170,33;+11,11;+6,98%;165,72;162,80;170,35;38.146.627;6.402.539.183,00;-29.765.598.735,19;;;;;;
27-Jan-2022;159,22;-0,47;-0,29%;162,35;158,28;163,84;28.340.604;4.565.589.157,00;-36.168.137.918,19;;;;;;
26-Jan-2022;159,69;-0,09;-0,06%;163,45;157,82;164,38;28.866.071;4.647.005.546,00;-31.602.548.761,19;;;;;;
25-Jan-2022;159,78;-1,84;-1,14%;158,87;157,03;162,76;28.907.992;4.607.865.061,00;-26.955.543.215,19;;;;;;
24-Jan-2022;161,62;-0,79;-0,49%;159,88;154,71;162,30;43.981.302;7.006.953.967,00;-22.347.678.154,19;;;;;;
21-Jan-2022;162,41;-2,10;-1,28%;164,51;162,30;166,32;35.165.068;5.752.759.738,00;-15.340.724.187,19;;;;;;
20-Jan-2022;164,51;-1,72;-1,03%;166,85;164,23;169,63;19.123.223;3.181.653.620,00;-9.587.964.449,19;;;;;;
19-Jan-2022;166,23;-3,57;-2,10%;169,89;165,94;171,08;23.523.709;3.950.317.628,00;-6.406.310.829,19;;;;;;
18-Jan-2022;169,80;-3,27;-1,89%;171,47;169,41;172,53;24.917.911;4.243.774.824,00;-2.455.993.201,19;;;;;;
14-Jan-2022;173,07;+0,88;+0,51%;171,36;171,09;173,78;20.392.775;3.518.972.665,52;1.787.781.622,82;;;;;;
13-Jan-2022;172,19;-3,34;-1,90%;175,69;171,80;176,62;20.151.305;3.494.657.016,90;-1.731.191.042,71;;;;;;
12-Jan-2022;175,53;+0,45;+0,26%;176,00;174,83;177,17;16.823.872;2.957.349.430,84;1.763.465.974,19;;;;;;
11-Jan-2022;175,08;+2,89;+1,68%;172,19;170,83;175,17;17.142.952;2.981.064.278,07;-1.193.883.456,65;;;;;;
10-Jan-2022;172,19;+0,02;+0,01%;168,85;168,18;172,50;28.362.576;4.842.015.923,25;-4.174.947.734,71;;;;;;
07-Jan-2022;172,17;+0,17;+0,10%;172,73;171,03;174,13;17.997.383;3.102.174.704,46;-9.016.963.657,96;;;;;;
06-Jan-2022;172,00;-2,92;-1,67%;172,40;171,64;175,29;22.211.799;3.839.067.670,49;-12.119.138.362,42;;;;;;
05-Jan-2022;174,92;-4,78;-2,66%;179,61;174,67;180,15;23.529.582;4.153.909.144,16;-8.280.070.691,93;;;;;;
04-Jan-2022;179,70;-2,31;-1,27%;182,61;179,12;182,90;22.861.113;4.126.161.547,77;-4.126.161.547,77;;;;;;
03-Jan-2022;182,01;;;177,81;177,72;182,88;20.242.137;3.671.812.827,71;0,00;;;;;;
