Price;Volume;%Volume;Count;%Count;;;;;;;;;;;
280.00 - 300.00;67.639.410;0,36%;4;0,40%;;;;;;;;;;;
260.00 - 280.00;789.480.137;4,15%;45;4,49%;;;;;;;;;;;
240.00 - 260.00;1.016.659.594;5,34%;58;5,78%;;;;;;;;;;;
220.00 - 240.00;2.748.371.324;14,44%;160;15,95%;;;;;;;;;;;
200.00 - 220.00;2.119.060.837;11,13%;101;10,07%;;;;;;;;;;;
180.00 - 200.00;3.122.608.854;16,41%;178;17,75%;;;;;;;;;;;
160.00 - 180.00;4.548.712.870;23,90%;241;24,03%;;;;;;;;;;;
140.00 - 160.00;3.533.832.849;18,57%;168;16,75%;;;;;;;;;;;
120.00 - 140.00;1.086.073.023;5,71%;48;4,79%;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
AAPL.OQ Statistics     Daily     03-Jan-2022 - 31-Dec-2025;;;;;;;;;;;;;;;
Price;;;Volume;;;;;Up/Down;;Price Change (Close-Close);;;Turnover;;
High;288,60;03-Dec-2025;Max;146.070.652;20-Sep-2024;Advancing;9.761.299.461;Up;529;Up;+15,33%;09-Apr-2025;Max;33.393.771.882,00;20-Sep-2024
Low;124,18;03-Jan-2023;Min;6.069.987;24-Nov-2023;Declining;9.210.736.814;Down;470;Down;-9,25%;03-Apr-2025;Min;1.152.869.769,00;24-Nov-2023
Avg (Close);191,70;;Avg;18.975.512;;Total;19.032.438.898;Unch;3;Period;+49,37%;03-Jan-2022 - 31-Dec-2025;Avg;3.594.705.054,84;
Avg (High-Low);206,39;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
01-Apr-2025;223,19;+1,06;+0,48%;219,83;218,90;223,49;13.421.539;2.986.613.833,00;52.641.185.276,82;;;;;;
31-Mar-2025;222,13;+4,23;+1,94%;217,21;216,24;224,15;26.807.329;5.927.725.197,00;49.654.571.443,82;;;;;;
28-Mar-2025;217,90;-5,95;-2,66%;221,61;217,68;223,80;14.485.170;3.171.228.886,00;43.726.846.246,82;;;;;;
27-Mar-2025;223,85;+2,32;+1,05%;221,45;220,58;224,99;12.062.924;2.695.458.494,00;46.898.075.132,82;;;;;;
26-Mar-2025;221,53;-2,22;-0,99%;223,55;220,49;225,02;12.435.721;2.763.064.755,00;44.202.616.638,82;;;;;;
25-Mar-2025;223,75;+3,02;+1,37%;220,70;220,08;224,10;12.174.645;2.718.158.623,00;46.965.681.393,82;;;;;;
24-Mar-2025;220,73;+2,46;+1,13%;221,00;218,59;221,02;16.701.608;3.680.485.754,00;44.247.522.770,82;;;;;;
21-Mar-2025;218,27;+4,17;+1,95%;211,63;211,49;218,84;43.293.949;9.364.822.662,00;40.567.037.016,82;;;;;;
20-Mar-2025;214,10;-1,14;-0,53%;213,91;212,22;217,47;21.264.616;4.556.301.579,00;31.202.214.354,82;;;;;;
19-Mar-2025;215,24;+2,55;+1,20%;214,13;213,75;218,76;21.241.193;4.575.653.003,00;35.758.515.933,82;;;;;;
18-Mar-2025;212,69;-1,31;-0,61%;214,26;211,49;215,14;13.695.089;2.916.971.018,00;31.182.862.930,82;;;;;;
17-Mar-2025;214,00;+0,51;+0,24%;213,20;209,98;215,20;15.927.492;3.399.977.688,00;34.099.833.948,82;;;;;;
14-Mar-2025;213,49;+3,81;+1,82%;211,29;209,58;213,94;19.871.163;4.227.988.146,00;30.699.856.260,82;;;;;;
13-Mar-2025;209,68;-7,30;-3,36%;215,95;208,43;216,80;17.960.529;3.799.395.688,00;26.471.868.114,82;;;;;;
12-Mar-2025;216,98;-3,86;-1,75%;220,14;214,91;221,75;19.233.322;4.183.472.631,00;30.271.263.802,82;;;;;;
11-Mar-2025;220,84;-6,64;-2,92%;223,85;217,45;225,83;23.117.608;5.114.443.239,00;34.454.736.433,82;;;;;;
10-Mar-2025;227,48;-11,59;-4,85%;235,66;224,23;236,16;24.487.863;5.577.977.581,00;39.569.179.672,82;;;;;;
07-Mar-2025;239,07;+3,74;+1,59%;235,24;234,77;241,37;14.153.596;3.380.266.243,00;45.147.157.253,82;;;;;;
06-Mar-2025;235,33;-0,41;-0,17%;234,50;233,33;237,83;16.539.407;3.891.466.967,00;41.766.891.010,82;;;;;;
05-Mar-2025;235,74;-0,19;-0,08%;235,43;229,24;236,55;13.420.548;3.146.036.825,00;45.658.357.977,82;;;;;;
04-Mar-2025;235,93;-2,10;-0,88%;238,00;234,71;240,07;19.601.896;4.646.198.856,00;48.804.394.802,82;;;;;;
03-Mar-2025;238,03;-3,81;-1,58%;241,81;236,13;244,00;15.912.804;3.810.338.669,00;53.450.593.658,82;;;;;;
28-Feb-2025;241,84;+4,54;+1,91%;237,04;234,51;242,09;24.082.405;5.786.875.856,00;57.260.932.327,82;;;;;;
27-Feb-2025;237,30;-3,06;-1,27%;239,80;237,10;242,45;13.053.427;3.116.607.049,00;51.474.056.471,82;;;;;;
26-Feb-2025;240,36;-6,68;-2,70%;244,31;239,13;244,95;13.073.154;3.156.612.184,00;54.590.663.520,82;;;;;;
25-Feb-2025;247,04;-0,06;-0,02%;247,97;244,91;249,98;14.019.714;3.468.634.722,00;57.747.275.704,82;;;;;;
24-Feb-2025;247,10;+1,55;+0,63%;245,00;244,77;248,83;16.400.396;4.051.962.929,00;61.215.910.426,82;;;;;;
21-Feb-2025;245,55;-0,28;-0,11%;245,88;245,22;248,69;16.271.774;4.003.719.135,00;57.163.947.497,82;;;;;;
20-Feb-2025;245,83;+0,96;+0,39%;244,95;244,29;246,76;11.050.910;2.714.856.806,00;61.167.666.632,82;;;;;;
19-Feb-2025;244,87;+0,40;+0,16%;244,69;243,18;246,00;10.474.600;2.563.764.766,00;58.452.809.826,82;;;;;;
18-Feb-2025;244,47;-0,13;-0,05%;244,15;241,88;245,18;15.431.984;3.768.735.726,00;55.889.045.060,82;;;;;;
14-Feb-2025;244,60;+3,07;+1,27%;241,26;241,15;245,41;12.590.393;3.073.830.098,00;59.657.780.786,82;;;;;;
13-Feb-2025;241,53;+4,66;+1,97%;237,00;235,57;242,33;20.314.853;4.890.348.764,00;56.583.950.688,82;;;;;;
12-Feb-2025;236,87;+4,25;+1,83%;231,00;230,68;236,96;15.655.766;3.689.095.233,00;51.693.601.924,82;;;;;;
11-Feb-2025;232,62;+4,97;+2,18%;228,13;228,13;235,23;14.010.932;3.256.543.548,00;48.004.506.691,82;;;;;;
10-Feb-2025;227,65;+0,02;+0,01%;229,58;227,20;230,58;11.202.932;2.557.506.712,00;44.747.963.143,82;;;;;;
07-Feb-2025;227,63;-5,59;-2,40%;232,65;227,26;234,00;12.939.853;2.961.266.911,00;42.190.456.431,82;;;;;;
06-Feb-2025;233,22;+0,75;+0,32%;231,34;230,43;233,79;10.440.628;2.428.390.966,00;45.151.723.342,82;;;;;;
05-Feb-2025;232,47;-0,33;-0,14%;228,48;228,30;232,67;16.378.552;3.789.343.870,00;42.723.332.376,82;;;;;;
04-Feb-2025;232,80;+4,79;+2,10%;227,00;226,66;233,13;13.509.738;3.127.140.622,00;46.512.676.246,82;;;;;;
03-Feb-2025;228,01;-7,99;-3,39%;230,00;225,71;231,83;20.715.097;4.730.370.205,00;43.385.535.624,82;;;;;;
31-Jan-2025;236,00;-1,59;-0,67%;247,18;233,45;247,19;26.777.813;6.378.433.279,00;48.115.905.829,82;;;;;;
30-Jan-2025;237,59;-1,77;-0,74%;238,62;237,23;240,79;14.494.093;3.460.062.439,00;54.494.339.108,82;;;;;;
29-Jan-2025;239,36;+1,10;+0,46%;234,01;234,01;239,85;14.429.953;3.434.035.035,00;57.954.401.547,82;;;;;;
28-Jan-2025;238,26;+8,40;+3,65%;230,97;230,92;240,19;24.163.462;5.739.569.916,00;54.520.366.512,82;;;;;;
27-Jan-2025;229,86;+7,08;+3,18%;224,12;224,12;232,14;32.195.239;7.374.242.538,00;48.780.796.596,82;;;;;;
24-Jan-2025;222,78;-0,88;-0,39%;224,77;221,41;225,62;18.086.000;4.035.146.655,00;41.406.554.058,82;;;;;;
23-Jan-2025;223,66;-0,17;-0,08%;224,66;222,30;227,02;17.302.250;3.875.725.502,00;45.441.700.713,82;;;;;;
22-Jan-2025;223,83;+1,19;+0,53%;219,82;219,82;223,98;19.337.944;4.310.684.727,00;49.317.426.215,82;;;;;;
21-Jan-2025;222,64;-7,34;-3,19%;224,00;219,38;224,42;28.716.049;6.379.104.824,00;45.006.741.488,82;;;;;;
17-Jan-2025;229,98;+1,72;+0,75%;232,29;228,50;232,29;25.320.900;5.847.397.342,00;51.385.846.312,82;;;;;;
16-Jan-2025;228,26;-9,61;-4,04%;237,33;228,03;238,01;19.349.767;4.455.262.357,00;45.538.448.970,82;;;;;;
15-Jan-2025;237,87;+4,59;+1,97%;234,55;234,43;238,54;16.780.442;3.987.104.696,00;49.993.711.327,82;;;;;;
14-Jan-2025;233,28;-1,12;-0,48%;234,75;232,48;236,10;13.142.195;3.071.579.361,00;46.006.606.631,82;;;;;;
13-Jan-2025;234,40;-2,45;-1,03%;233,50;229,72;234,67;16.506.054;3.850.918.363,00;49.078.185.992,82;;;;;;
10-Jan-2025;236,85;-5,85;-2,41%;239,96;233,00;240,15;22.010.814;5.212.970.035,00;52.929.104.355,82;;;;;;
08-Jan-2025;242,70;+0,49;+0,20%;242,00;240,06;243,68;12.728.228;3.085.296.876,00;58.142.074.390,82;;;;;;
07-Jan-2025;242,21;-2,79;-1,14%;242,85;241,38;245,54;13.738.774;3.334.091.522,00;55.056.777.514,82;;;;;;
06-Jan-2025;245,00;+1,64;+0,67%;244,30;243,86;247,33;15.800.654;3.872.515.220,00;58.390.869.036,82;;;;;;
03-Jan-2025;243,36;-0,49;-0,20%;243,40;241,90;244,18;12.420.267;3.020.384.671,00;54.518.353.816,82;;;;;;
02-Jan-2025;243,85;-6,57;-2,62%;248,95;241,83;249,10;15.830.536;3.869.200.360,00;57.538.738.487,82;;;;;;
31-Dec-2024;250,42;-1,78;-0,71%;252,40;249,44;253,25;14.528.060;3.641.416.517,00;61.407.938.847,82;;;;;;
30-Dec-2024;252,20;-3,39;-1,33%;252,18;250,77;253,49;12.754.110;3.216.949.228,00;65.049.355.364,82;;;;;;
27-Dec-2024;255,59;-3,43;-1,32%;257,84;253,06;258,70;17.681.339;4.515.881.402,00;68.266.304.592,82;;;;;;
26-Dec-2024;259,02;+0,82;+0,32%;258,10;257,63;260,09;9.084.319;2.352.444.595,00;72.782.185.994,82;;;;;;
24-Dec-2024;258,20;+2,93;+1,15%;255,40;255,31;258,21;6.965.675;1.795.043.711,00;70.429.741.399,82;;;;;;
23-Dec-2024;255,27;+0,78;+0,31%;254,66;253,46;255,65;15.316.305;3.904.378.421,00;68.634.697.688,82;;;;;;
20-Dec-2024;254,49;+4,70;+1,88%;248,06;246,30;255,00;61.553.677;15.581.274.698,00;64.730.319.267,82;;;;;;
19-Dec-2024;249,79;+1,74;+0,70%;247,54;247,11;251,85;24.459.867;6.109.343.695,00;49.149.044.569,82;;;;;;
18-Dec-2024;248,05;-5,43;-2,14%;252,17;247,75;254,28;23.603.440;5.887.894.887,00;43.039.700.874,82;;;;;;
17-Dec-2024;253,48;+2,44;+0,97%;250,11;249,79;253,81;24.319.483;6.156.536.095,00;48.927.595.761,82;;;;;;
16-Dec-2024;251,04;+2,91;+1,17%;247,99;247,65;251,37;24.423.429;6.122.401.269,00;42.771.059.666,82;;;;;;
13-Dec-2024;248,13;+0,17;+0,07%;247,70;246,24;249,29;11.430.348;2.833.603.832,00;36.648.658.397,82;;;;;;
12-Dec-2024;247,96;+1,47;+0,60%;246,88;245,68;248,74;10.713.427;2.654.766.953,00;33.815.054.565,82;;;;;;
11-Dec-2024;246,49;-1,28;-0,52%;247,78;246,27;250,80;14.792.909;3.662.825.309,00;31.160.287.612,82;;;;;;
10-Dec-2024;247,77;+1,02;+0,41%;247,00;245,35;248,20;13.531.341;3.348.231.232,00;34.823.112.921,82;;;;;;
09-Dec-2024;246,75;+3,91;+1,61%;241,83;241,76;247,24;15.156.068;3.729.657.829,00;31.474.881.689,82;;;;;;
06-Dec-2024;242,84;-0,20;-0,08%;242,87;242,09;244,63;14.375.050;3.494.041.096,00;27.745.223.860,82;;;;;;
05-Dec-2024;243,04;+0,03;+0,01%;244,11;242,14;244,54;12.455.549;3.027.657.100,00;31.239.264.956,82;;;;;;
04-Dec-2024;243,01;+0,36;+0,15%;242,87;241,25;244,10;14.403.688;3.499.929.455,00;28.211.607.856,82;;;;;;
03-Dec-2024;242,65;+3,06;+1,28%;239,81;238,93;242,75;13.207.931;3.195.251.702,00;24.711.678.401,82;;;;;;
02-Dec-2024;239,59;+2,26;+0,95%;237,32;237,16;240,78;14.882.369;3.563.664.539,00;21.516.426.699,82;;;;;;
29-Nov-2024;237,33;+2,40;+1,02%;234,90;233,97;237,81;10.985.888;2.602.078.234,00;17.952.762.160,82;;;;;;
27-Nov-2024;234,93;-0,13;-0,06%;234,75;233,82;235,69;14.418.160;3.386.196.058,00;15.350.683.926,82;;;;;;
26-Nov-2024;235,06;+2,19;+0,94%;233,58;233,58;235,57;16.072.354;3.774.370.211,00;18.736.879.984,82;;;;;;
25-Nov-2024;232,87;+3,00;+1,31%;231,44;229,75;233,25;50.513.226;11.751.340.351,00;14.962.509.773,82;;;;;;
22-Nov-2024;229,87;+1,35;+0,59%;228,17;228,16;230,70;12.822.679;2.945.353.618,00;3.211.169.422,82;;;;;;
21-Nov-2024;228,52;-0,48;-0,21%;228,86;225,73;230,15;14.125.180;3.227.363.464,00;265.815.804,82;;;;;;
20-Nov-2024;229,00;+0,72;+0,32%;228,21;225,90;229,92;13.195.848;3.013.240.105,00;3.493.179.268,82;;;;;;
19-Nov-2024;228,28;+0,26;+0,11%;226,74;226,71;230,16;13.771.235;3.146.108.211,00;479.939.163,82;;;;;;
18-Nov-2024;228,02;+3,02;+1,34%;225,25;225,18;229,74;18.654.887;4.252.790.716,00;-2.666.169.047,19;;;;;;
15-Nov-2024;225,00;-3,22;-1,41%;226,27;224,28;226,92;19.742.065;4.446.402.672,00;-6.918.959.763,19;;;;;;
14-Nov-2024;228,22;+3,10;+1,38%;225,12;225,06;228,87;16.226.393;3.693.152.650,00;-2.472.557.091,19;;;;;;
13-Nov-2024;225,12;+0,89;+0,40%;224,01;222,77;226,65;17.146.554;3.857.485.250,00;-6.165.709.741,19;;;;;;
12-Nov-2024;224,23;0,00;0,00%;224,50;223,36;225,58;13.166.885;2.953.645.524,00;-10.023.194.991,19;;;;;;
11-Nov-2024;224,23;-2,73;-1,20%;224,99;221,50;225,70;12.059.188;2.698.500.252,00;-7.069.549.467,19;;;;;;
08-Nov-2024;226,96;-0,52;-0,23%;227,14;226,41;228,65;12.449.559;2.827.649.074,00;-4.371.049.215,19;;;;;;
07-Nov-2024;227,48;+4,76;+2,14%;224,66;224,57;227,87;15.296.295;3.472.457.118,00;-1.543.400.141,19;;;;;;
06-Nov-2024;222,72;-0,73;-0,33%;222,57;221,20;226,06;18.371.332;4.103.429.122,00;-5.015.857.259,19;;;;;;
05-Nov-2024;223,45;+1,44;+0,65%;221,99;221,93;223,94;10.802.609;2.410.822.004,00;-912.428.137,18;;;;;;
04-Nov-2024;222,01;-0,90;-0,40%;221,15;219,71;222,78;15.090.425;3.347.394.968,00;-3.323.250.141,19;;;;;;
01-Nov-2024;222,91;-3,00;-1,33%;220,85;220,28;225,34;17.581.972;3.915.855.517,00;24.144.826,82;;;;;;
31-Oct-2024;225,91;-4,19;-1,82%;229,47;225,39;229,81;23.775.721;5.381.091.935,00;3.940.000.343,82;;;;;;
30-Oct-2024;230,10;-3,57;-1,53%;232,62;229,56;233,22;17.065.520;3.934.778.244,00;9.321.092.278,82;;;;;;
29-Oct-2024;233,67;+0,27;+0,12%;233,40;232,32;234,32;10.556.505;2.466.005.495,00;13.255.870.522,82;;;;;;
28-Oct-2024;233,40;+1,99;+0,86%;233,36;232,56;234,73;12.607.173;2.944.199.898,00;10.789.865.027,82;;;;;;
25-Oct-2024;231,41;+0,84;+0,36%;229,78;229,58;233,20;15.679.920;3.629.843.800,00;7.845.665.129,82;;;;;;
24-Oct-2024;230,57;-0,19;-0,08%;230,00;228,43;230,81;10.363.468;2.386.304.957,00;4.215.821.329,82;;;;;;
23-Oct-2024;230,76;-5,10;-2,16%;234,37;227,76;235,14;16.067.821;3.713.627.336,00;6.602.126.286,82;;;;;;
22-Oct-2024;235,86;-0,62;-0,26%;233,84;232,61;236,19;11.333.443;2.664.807.865,00;10.315.753.622,82;;;;;;
21-Oct-2024;236,48;+1,48;+0,63%;234,67;234,52;236,85;10.994.393;2.595.773.004,00;12.980.561.487,82;;;;;;
18-Oct-2024;235,00;+2,85;+1,23%;236,00;234,02;236,05;16.163.107;3.804.730.839,00;10.384.788.483,82;;;;;;
17-Oct-2024;232,15;+0,37;+0,16%;233,75;230,54;233,85;10.384.001;2.411.239.153,00;6.580.057.644,82;;;;;;
16-Oct-2024;231,78;-2,07;-0,89%;231,52;229,85;232,11;11.087.121;2.565.433.719,00;4.168.818.491,82;;;;;;
15-Oct-2024;233,85;+2,55;+1,10%;233,59;232,38;237,49;19.150.923;4.491.154.083,00;6.734.252.210,82;;;;;;
14-Oct-2024;231,30;+3,75;+1,65%;228,71;228,60;231,73;12.323.197;2.845.060.482,00;2.243.098.127,82;;;;;;
11-Oct-2024;227,55;-1,49;-0,65%;229,32;227,34;229,41;11.217.572;2.556.348.534,00;-601.962.354,18;;;;;;
10-Oct-2024;229,04;-0,50;-0,22%;227,79;227,17;229,50;10.560.497;2.415.710.054,00;1.954.386.179,82;;;;;;
09-Oct-2024;229,54;+3,77;+1,67%;225,14;224,83;229,75;10.742.472;2.456.886.051,00;4.370.096.233,82;;;;;;
08-Oct-2024;225,77;+4,08;+1,84%;224,29;223,28;225,98;9.725.198;2.191.357.828,00;1.913.210.182,82;;;;;;
07-Oct-2024;221,69;-5,11;-2,25%;224,50;221,34;225,69;14.183.454;3.159.505.843,00;-278.147.645,18;;;;;;
04-Oct-2024;226,80;+1,13;+0,50%;227,89;224,16;227,99;11.940.379;2.701.466.979,00;2.881.358.197,82;;;;;;
03-Oct-2024;225,67;-1,11;-0,49%;225,09;223,33;226,80;11.663.200;2.626.863.472,00;179.891.218,82;;;;;;
02-Oct-2024;226,78;+0,57;+0,25%;225,95;223,03;227,36;9.886.270;2.236.437.488,00;2.806.754.690,82;;;;;;
01-Oct-2024;226,21;-6,79;-2,91%;229,50;223,74;229,56;20.540.143;4.645.178.818,00;570.317.202,82;;;;;;
30-Sep-2024;233,00;+5,21;+2,29%;230,00;229,66;233,00;21.580.875;5.015.293.097,00;5.215.496.020,82;;;;;;
27-Sep-2024;227,79;+0,27;+0,12%;228,56;227,30;229,52;12.691.663;2.894.217.328,00;200.202.923,82;;;;;;
26-Sep-2024;227,52;+1,15;+0,51%;227,31;225,42;228,50;13.546.138;3.080.078.596,00;-2.694.014.404,19;;;;;;
25-Sep-2024;226,37;-1,00;-0,44%;225,00;224,03;227,27;15.925.094;3.599.459.051,00;-5.774.093.000,19;;;;;;
24-Sep-2024;227,37;+0,90;+0,40%;228,64;225,74;229,33;14.665.651;3.333.469.684,00;-2.174.633.949,19;;;;;;
23-Sep-2024;226,47;-1,73;-0,76%;227,50;225,83;229,45;16.081.504;3.648.087.888,00;-5.508.103.633,19;;;;;;
20-Sep-2024;228,20;-0,67;-0,29%;230,00;227,62;233,09;146.070.652;33.393.771.882,00;-1.860.015.745,19;;;;;;
19-Sep-2024;228,87;+8,18;+3,71%;225,01;224,64;229,82;21.993.089;5.024.436.480,00;31.533.756.136,82;;;;;;
18-Sep-2024;220,69;+3,90;+1,80%;217,59;217,54;222,68;18.736.279;4.130.827.262,00;26.509.319.656,82;;;;;;
17-Sep-2024;216,79;+0,47;+0,22%;215,79;214,50;216,89;14.699.852;3.180.301.290,00;22.378.492.394,82;;;;;;
16-Sep-2024;216,32;-6,18;-2,78%;216,53;213,92;217,20;17.404.524;3.760.459.928,00;19.198.191.104,82;;;;;;
13-Sep-2024;222,50;-0,27;-0,12%;223,73;221,94;224,03;13.212.843;2.944.374.202,00;22.958.651.032,82;;;;;;
12-Sep-2024;222,77;+0,11;+0,05%;222,27;219,82;223,54;15.311.339;3.407.109.879,00;25.903.025.234,82;;;;;;
11-Sep-2024;222,66;+2,55;+1,16%;221,29;217,90;223,05;15.063.021;3.337.806.323,00;22.495.915.355,82;;;;;;
10-Sep-2024;220,11;-0,80;-0,36%;218,86;216,73;221,47;17.509.588;3.847.165.055,00;19.158.109.032,82;;;;;;
09-Sep-2024;220,91;+0,09;+0,04%;220,82;216,72;221,27;18.656.694;4.100.309.787,00;23.005.274.087,82;;;;;;
06-Sep-2024;220,82;-1,56;-0,70%;223,89;219,79;225,24;17.845.317;3.951.257.008,00;18.904.964.300,82;;;;;;
05-Sep-2024;222,38;+1,53;+0,69%;221,74;221,68;225,47;12.244.412;2.729.899.547,00;22.856.221.308,82;;;;;;
04-Sep-2024;220,85;-1,92;-0,86%;221,70;217,48;221,72;14.832.531;3.265.688.333,00;20.126.321.761,82;;;;;;
03-Sep-2024;222,77;-6,23;-2,72%;228,53;221,18;229,00;18.447.554;4.124.875.117,00;23.392.010.094,82;;;;;;
30-Aug-2024;229,00;-0,79;-0,34%;230,00;227,49;230,40;24.240.542;5.550.721.338,00;27.516.885.211,82;;;;;;
29-Aug-2024;229,79;+3,30;+1,46%;230,00;228,89;232,91;17.239.115;3.975.358.309,00;33.067.606.549,82;;;;;;
28-Aug-2024;226,49;-1,54;-0,68%;227,91;225,70;229,85;12.834.760;2.915.341.818,00;29.092.248.240,82;;;;;;
27-Aug-2024;228,03;+0,85;+0,37%;226,08;224,89;228,84;9.833.033;2.239.270.704,00;32.007.590.058,82;;;;;;
26-Aug-2024;227,18;+0,34;+0,15%;226,84;223,90;227,28;9.178.499;2.077.540.244,00;29.768.319.354,82;;;;;;
23-Aug-2024;226,84;+2,31;+1,03%;225,70;224,36;228,21;13.477.189;3.054.432.790,00;27.690.779.110,82;;;;;;
22-Aug-2024;224,53;-1,87;-0,83%;227,59;223,90;228,34;13.501.687;3.041.893.468,00;24.636.346.320,82;;;;;;
21-Aug-2024;226,40;-0,11;-0,05%;226,49;225,21;227,98;10.878.824;2.463.323.852,00;27.678.239.788,82;;;;;;
20-Aug-2024;226,51;+0,62;+0,27%;225,90;225,45;227,16;9.142.169;2.070.708.325,00;30.141.563.640,82;;;;;;
19-Aug-2024;225,89;-0,16;-0,07%;225,47;223,04;225,97;13.442.925;3.027.404.923,00;28.070.855.315,82;;;;;;
16-Aug-2024;226,05;+1,33;+0,59%;224,00;223,67;226,82;14.689.650;3.310.808.048,00;31.098.260.238,82;;;;;;
15-Aug-2024;224,72;+3,00;+1,35%;224,86;222,77;225,34;18.365.265;4.124.943.302,00;27.787.452.190,82;;;;;;
14-Aug-2024;221,72;+0,45;+0,20%;220,42;219,70;223,01;12.994.864;2.878.867.337,00;23.662.508.888,82;;;;;;
13-Aug-2024;221,27;+3,74;+1,72%;219,16;219,16;221,89;14.012.210;3.096.880.533,00;20.783.641.551,82;;;;;;
12-Aug-2024;217,53;+1,29;+0,60%;216,00;215,60;219,51;11.387.577;2.476.410.647,00;17.686.761.018,82;;;;;;
09-Aug-2024;216,24;+2,93;+1,37%;212,04;211,98;216,77;12.167.644;2.621.860.885,00;15.210.350.371,82;;;;;;
08-Aug-2024;213,31;+3,49;+1,66%;213,00;208,83;214,20;15.053.639;3.203.643.561,00;12.588.489.486,82;;;;;;
07-Aug-2024;209,82;+2,59;+1,25%;206,80;206,43;213,63;16.461.775;3.463.761.868,00;9.384.845.925,82;;;;;;
06-Aug-2024;207,23;-2,04;-0,97%;205,10;201,09;209,98;21.009.209;4.340.845.757,00;5.921.084.057,82;;;;;;
05-Aug-2024;209,27;-10,59;-4,82%;199,00;196,21;213,47;41.668.660;8.638.624.977,00;10.261.929.814,82;;;;;;
02-Aug-2024;219,86;+1,50;+0,69%;219,15;217,71;225,60;28.112.762;6.224.284.698,00;18.900.554.791,82;;;;;;
01-Aug-2024;218,36;-3,72;-1,68%;224,30;217,03;224,40;21.277.576;4.666.320.500,00;12.676.270.093,82;;;;;;
31-Jul-2024;222,08;+3,28;+1,50%;221,56;220,64;223,81;19.353.167;4.301.296.664,00;17.342.590.593,82;;;;;;
30-Jul-2024;218,80;+0,56;+0,26%;218,99;216,12;220,33;15.184.473;3.319.081.120,00;13.041.293.929,82;;;;;;
29-Jul-2024;218,24;+0,28;+0,13%;217,22;215,77;219,29;11.921.528;2.600.493.358,00;9.722.212.809,82;;;;;;
26-Jul-2024;217,96;+0,47;+0,22%;218,66;216,01;219,48;13.569.809;2.956.793.000,00;7.121.719.451,82;;;;;;
25-Jul-2024;217,49;-1,05;-0,48%;218,97;214,63;220,85;18.590.944;4.052.449.459,00;4.164.926.451,82;;;;;;
24-Jul-2024;218,54;-6,47;-2,88%;224,10;217,13;224,80;22.265.362;4.876.790.504,00;8.217.375.910,82;;;;;;
23-Jul-2024;225,01;+1,05;+0,47%;224,34;222,68;226,93;11.855.807;2.667.003.648,00;13.094.166.414,82;;;;;;
22-Jul-2024;223,96;-0,35;-0,16%;227,00;223,09;227,78;16.820.506;3.780.260.913,00;10.427.162.766,82;;;;;;
19-Jul-2024;224,31;+0,13;+0,06%;225,00;223,29;226,80;18.979.715;4.264.390.580,00;14.207.423.679,82;;;;;;
18-Jul-2024;224,18;-4,70;-2,05%;230,11;222,46;230,43;19.780.319;4.452.004.238,00;9.943.033.099,82;;;;;;
17-Jul-2024;228,88;-5,94;-2,53%;229,48;226,64;231,43;19.367.716;4.433.289.251,00;14.395.037.337,82;;;;;;
16-Jul-2024;234,82;+0,42;+0,18%;235,00;232,33;236,27;12.531.689;2.938.302.149,00;18.828.326.588,82;;;;;;
15-Jul-2024;234,40;+3,86;+1,67%;236,61;233,09;237,23;17.471.374;4.103.994.770,00;15.890.024.439,82;;;;;;
12-Jul-2024;230,54;+2,97;+1,31%;229,07;228,69;232,64;16.858.289;3.891.092.062,00;11.786.029.669,82;;;;;;
11-Jul-2024;227,57;-5,41;-2,32%;231,39;225,79;232,39;23.613.623;5.391.427.791,00;7.894.937.607,82;;;;;;
10-Jul-2024;232,98;+4,30;+1,88%;229,27;229,25;233,08;19.532.329;4.530.961.942,00;13.286.365.398,82;;;;;;
09-Jul-2024;228,68;+0,86;+0,38%;228,00;226,38;229,39;14.927.354;3.408.270.446,00;8.755.403.456,82;;;;;;
08-Jul-2024;227,82;+1,48;+0,65%;227,10;223,26;227,84;17.972.786;4.075.071.211,00;5.347.133.010,82;;;;;;
05-Jul-2024;226,34;+4,79;+2,16%;221,65;221,65;226,45;20.182.043;4.544.730.032,00;1.272.061.799,82;;;;;;
03-Jul-2024;221,55;+1,28;+0,58%;220,00;219,03;221,55;12.645.249;2.793.403.363,00;-3.272.668.232,19;;;;;;
02-Jul-2024;220,27;+3,52;+1,62%;216,00;215,10;220,37;17.849.502;3.916.460.668,00;-6.066.071.595,19;;;;;;
01-Jul-2024;216,75;+6,13;+2,91%;212,00;211,92;217,51;17.420.438;3.756.665.339,00;-9.982.532.263,19;;;;;;
28-Jun-2024;210,62;-3,48;-1,63%;215,97;210,30;216,06;37.348.746;7.913.456.523,00;-13.739.197.602,19;;;;;;
27-Jun-2024;214,10;+0,85;+0,40%;214,71;212,35;215,73;19.570.383;4.187.800.735,00;-5.825.741.079,19;;;;;;
26-Jun-2024;213,25;+4,18;+2,00%;211,57;210,65;214,86;24.091.147;5.134.758.335,00;-10.013.541.814,19;;;;;;
25-Jun-2024;209,07;+0,93;+0,45%;209,08;208,61;211,38;24.496.974;5.131.927.316,00;-15.148.300.149,19;;;;;;
